Local: ,18-Oct-24,02:51:49 PM,tz_sec ,28800
4220,120,-2,227,256.77421989
4241,114,-4,231,257.629579047
4261,119,3,227,256.318161666
4281,121,0,226,256.353271873
4301,120,3,231,260.326717799
4322,119,3,224,253.665133592
4342,120,3,230,259.439781067
4362,120,4,231,260.340162096
4383,119,-4,231,259.88074188
4403,124,-4,229,260.447691485
4423,110,1,233,257.662570041
4443,115,-4,230,257.178926042
4464,112,4,227,253.158053397
4484,111,-1,227,252.687554106
4504,110,-1,230,254.952936833
4525,120,-5,236,264.80370088
4545,115,3,228,255.378150984
4565,112,3,229,254.93920844
4585,116,-4,231,258.520792201
4606,121,-1,231,260.773848382
4626,112,-1,231,256.721639135
4646,112,-1,231,256.721639135
4667,111,-2,227,252.693490221
4687,108,-1,230,254.096438385
4707,108,-2,227,251.390135049
4727,119,-2,231,259.857653341
4748,116,-4,231,258.520792201
4768,116,-7,231,258.584608977
4788,111,6,230,255.454496927
4809,111,3,232,257.204199033
4829,115,-1,233,259.836487045
4849,110,-2,233,257.668391542
4869,113,-2,228,254.473967234
4890,112,3,231,256.73721974
4910,124,-2,227,258.667740548
4930,118,-1,227,255.839793621
4951,115,-4,230,257.178926042
4971,115,-4,231,258.073632903
4991,115,-2,232,258.945940304
5010,118,-4,230,258.534330409
5031,115,-2,233,259.842259842
5051,113,1,239,264.369060217
5071,121,-1,228,258.120127073
5092,120,-1,231,260.311352038
5112,120,4,227,256.797585658
5132,116,-2,230,257.604347789
5152,115,4,231,258.073632903
5173,108,-2,232,255.914048071
5193,116,-1,233,260.280617795
5213,123,-4,231,261.736508726
5234,120,4,227,256.797585658
5254,121,-1,227,257.237244582
5274,120,-1,227,256.768378115
5294,120,4,228,257.681974535
5315,115,-4,230,257.178926042
5335,112,3,231,256.73721974
5355,120,1,231,260.311352038
5376,126,-1,231,263.131146009
5396,124,-1,233,263.943175703
5416,112,-1,228,254.025589262
5436,118,-4,231,259.424362773
5457,111,6,231,256.355222299
5477,115,6,233,259.903828367
5497,122,-5,233,263.055127302
5518,126,-4,230,262.282290672
5538,120,3,228,257.668391542
5558,111,0,231,256.28499761
5578,115,-1,232,258.940147524
5599,121,-2,228,258.125938255
5619,110,3,231,255.871061279
5639,116,3,228,255.830021694
5660,120,-1,233,262.087771558
5680,118,-1,228,256.727481973
5700,110,-1,231,255.855427928
5720,116,3,228,255.830021694
5741,115,-1,227,254.470037529
5761,120,3,227,256.783955885
5781,112,0,231,256.719691492
5802,115,0,235,261.629509039
5822,110,-4,239,263.129245809
5842,119,-2,231,259.857653341
5862,111,-2,238,262.619496611
5883,113,-1,232,258.058132986
5903,112,-1,227,253.128425903
5923,126,-1,235,266.649582786
5944,126,-5,227,259.672871128
5964,120,-4,231,260.340162096
5984,120,-1,233,262.087771558
6003,111,-2,236,260.808358762
6024,120,-1,227,256.768378115
6044,113,-2,233,258.963317866
6064,112,3,236,261.245095648
6085,120,3,228,257.668391542
6105,123,4,236,266.15972648
6125,120,-2,233,262.093494769
6145,119,-5,231,259.898056938
6166,108,-1,224,248.678507314
6186,123,3,230,260.840947706
6206,123,0,226,257.303322948
6227,123,0,231,261.705941851
6247,116,-2,228,255.820249394
6267,120,-4,233,262.116386363
6287,120,1,230,259.424362773
6308,120,-1,228,257.652867246
6328,108,3,222,246.894714403
6348,123,6,231,261.7747123
6369,120,-2,231,260.317114305
6389,120,1,233,262.087771558
6409,119,3,231,259.867273815
6429,124,-4,231,262.207932756
6450,123,-4,227,258.213090296
6470,115,1,231,258.044569794
6490,115,-4,231,258.073632903
6511,117,-4,231,258.971040852
6531,124,-4,228,259.568873327
6551,123,1,231,261.707852385
6571,115,0,233,259.834562751
6592,119,0,227,256.300604759
6612,115,-2,233,259.842259842
6632,108,-1,231,255.001960777
6653,113,0,230,256.259633965
6673,121,-1,227,257.237244582
6693,127,1,224,257.499514563
6713,126,-2,230,262.259413558
6734,120,-4,228,257.681974535
6754,118,-1,231,259.395451001
6774,111,-4,231,256.316210958
6795,110,3,233,257.678093753
6815,112,3,235,260.342082653
6835,118,3,231,259.410871014
6855,115,0,232,258.938216569
6876,113,1,231,257.159483589
6896,124,-4,232,263.089338438
6916,124,4,232,263.089338438
6937,119,-1,231,259.851880886
6957,121,-4,227,257.266398894
6977,110,7,230,255.047054482
6997,120,-1,231,260.311352038
7017,112,-1,236,261.229783907
7037,112,-4,233,258.551735635
7057,123,0,229,259.94230129
7078,120,-4,229,258.567205964
7098,121,-1,231,260.773848382
7118,119,4,225,254.562369568
7138,120,-4,230,259.453271323
7159,115,-2,227,254.475932064
7179,120,-1,232,261.199157732
7199,120,1,236,264.758380415
7220,123,3,231,261.723136157
7240,112,6,232,257.689735923
7260,115,-4,232,258.969110127
7280,116,-2,232,259.391595855
7301,112,-1,228,254.025589262
7321,110,5,230,255
7341,124,-4,231,262.207932756
7362,121,-7,231,260.865865916
7382,120,1,227,256.768378115
7402,111,7,228,253.680901922
7422,118,3,228,256.743062224
7443,120,-1,227,256.768378115
7463,124,-2,233,263.948858683
7483,120,-4,225,255.031370619
7504,112,-1,231,256.721639135
7524,121,-1,225,255.474069134
7544,123,3,232,262.606169006
7564,115,-8,233,259.957688865
7585,108,4,233,256.844310819
7605,121,3,227,257.25279396
7625,123,-1,230,260.825612239
7646,121,1,232,261.660084843
7666,116,2,231,258.497582194
7686,120,-4,231,260.340162096
7706,113,-4,231,257.188646717
7727,118,-3,232,260.301747977
7747,115,-4,231,258.073632903
7767,111,0,231,256.28499761
7788,116,4,234,261.204900413
7808,115,3,231,258.060070526
7828,110,3,238,262.207932756
7848,124,-5,231,262.225094146
7869,121,-4,232,261.688746415
7889,116,-1,233,260.280617795
7909,112,-1,231,256.721639135
7930,116,-1,231,258.491779366
7950,132,1,232,266.925083123
7970,120,-1,231,260.311352038
7990,120,1,230,259.424362773
8010,124,-3,227,258.677405275
8030,113,1,231,257.159483589
8050,115,-2,229,256.261585104
8071,111,4,235,259.926912804
8091,112,3,239,263.958330045
8111,120,-1,228,257.652867246
8131,123,-1,228,259.063698731
8152,112,1,230,255.822203884
8172,112,1,238,263.038020066
8192,119,-2,227,256.308407978
8213,123,-1,236,266.13154642
8233,113,0,236,261.65817396
8253,123,3,233,263.490037762
8273,124,-2,231,262.185049154
8294,120,3,231,260.326717799
8314,123,-4,227,258.213090296
8334,123,-1,231,261.707852385
8355,120,-7,230,259.516858797
8375,118,-2,231,259.401233613
8395,120,-1,224,254.12005037
8415,116,-2,235,262.078232595
8436,115,1,231,258.044569794
8456,111,3,233,258.106567138
8476,113,3,230,256.277193679
8497,113,-4,231,257.188646717
8517,120,-5,225,255.049014897
8537,123,-1,231,261.707852385
8557,124,-2,235,265.716013819
8578,114,-4,227,254.049207832
8598,110,-1,231,255.855427928
8618,112,1,230,255.822203884
8639,115,3,236,262.545234198
8659,116,-1,230,257.59852484
8679,113,1,231,257.159483589
8699,119,-4,232,260.770013614
8720,111,-5,233,258.137560227
8740,112,3,232,257.637342014
8760,112,4,231,256.750851995
8781,124,-1,232,263.060829467
8801,126,-1,227,259.626655026
8821,120,-1,235,263.867390937
8841,110,-2,231,255.861290546
8862,117,-4,230,258.079445133
8882,124,-4,233,263.97158938
8902,121,-4,231,260.802607349
8923,120,3,227,256.783955885
8943,120,4,232,261.227869876
8963,119,-7,230,259.055978507
8983,126,-5,230,262.299447197
9003,112,-4,235,260.355526156
9023,107,-3,231,254.595758017
9043,113,1,231,257.159483589
9064,113,1,225,251.783637276
9084,117,-2,233,260.733580499
9104,113,-2,236,261.665817408
9125,119,-4,231,259.88074188
9145,115,5,231,258.091069198
9165,119,3,231,259.867273815
9185,126,-5,227,259.672871128
9206,119,-2,230,258.969110127
9226,112,-4,227,253.158053397
9246,120,-1,231,260.311352038
9266,115,1,231,258.044569794
9287,113,-2,236,261.665817408
9307,110,-2,233,257.668391542
9327,113,-1,231,257.159483589
9348,124,-4,230,261.327380885
9368,124,-1,224,256.033200972
9388,124,3,227,258.677405275
9409,120,-4,225,255.031370619
9429,121,2,227,257.243075709
9449,115,-3,227,254.485755986
9469,116,-4,227,254.952936833
9490,124,-1,229,260.418893324
9510,120,-1,231,260.311352038
9530,113,-4,231,257.188646717
9551,115,3,231,258.060070526
9571,112,3,228,254.041335219
9591,123,-5,230,260.871615934
9611,119,-4,235,263.442593367
9632,126,1,224,257.007781983
9652,113,-4,233,258.986486134
9672,115,3,224,251.813422994
9693,112,-2,231,256.727481973
9713,113,0,233,258.955594649
9733,115,0,236,262.528093735
9753,124,3,230,261.313987379
9774,124,-1,230,261.298679675
9794,123,-2,227,258.189852628
9814,118,-2,227,255.845656598
9835,123,0,227,258.182106274
9855,113,-2,231,257.165316479
9875,110,-1,236,260.378570547
9895,112,-2,232,257.627638269
9916,115,-4,231,258.073632903
9936,120,-2,231,260.317114305
9956,124,-4,231,262.207932756
9977,124,-5,232,263.106442338
9997,118,-1,227,255.839793621
10016,118,-1,227,255.839793621
10036,121,0,227,257.235300843
10057,112,-2,227,253.134351679
10077,108,7,231,255.096060338
10097,120,-1,230,259.424362773
10118,120,-5,229,258.584608977
10138,112,3,230,255.837839265
10158,115,1,228,255.362487457
10178,118,-1,232,260.286380742
10199,121,-4,224,254.623251099
10219,121,-8,229,259.125452243
10239,124,-1,231,262.179327942
10260,120,-3,225,255.017646448
10280,116,-1,230,257.59852484
10300,111,-4,233,258.120127073
10320,124,-4,233,263.97158938
10341,120,3,233,262.103033176
10361,110,1,227,252.249876115
10381,112,-1,227,253.128425903
10402,120,1,227,256.768378115
10422,115,-2,230,257.155594923
10442,124,-1,232,263.060829467
10462,124,-1,231,262.179327942
10483,115,-4,233,259.865349749
10503,112,-4,231,256.750851995
10523,121,-2,232,261.665817408
10544,119,1,235,263.414122628
10564,116,3,231,258.507253283
10584,116,-9,228,255.970701448
10604,118,-1,235,262.963875846
10625,108,1,231,255.001960777
10645,111,1,234,258.994208429
10665,111,0,236,260.800690183
10686,115,0,233,259.834562751
10706,112,3,236,261.245095648
10726,112,3,233,258.538198338
10746,115,4,235,261.660084843
10767,115,-2,231,258.050382677
10787,123,-7,232,262.682317639
10807,115,4,231,258.073632903
10828,111,1,230,255.385982387
10848,119,-7,231,259.944224787
10868,123,-4,228,259.092647522
10888,118,-4,232,260.315193563
10909,118,3,232,260.301747977
10929,111,-1,227,252.687554106
10949,111,-4,230,255.415348012
10970,115,-1,228,255.362487457
10990,112,3,233,258.538198338
11009,113,8,231,257.28194651
11029,115,3,234,260.748921378
11050,113,1,232,258.058132986
11070,112,3,236,261.245095648
11090,115,0,233,259.834562751
11111,123,-1,227,258.184042884
11131,113,-4,233,258.986486134
11151,106,-4,228,251.467691762
11171,115,0,231,258.042632137
11192,126,6,227,259.69405076
11212,123,3,231,261.723136157
11232,118,-4,231,259.424362773
11253,115,-2,235,261.637153325
11273,112,3,231,256.73721974
11293,110,-4,232,256.78785018
11313,120,1,227,256.768378115
11334,119,3,231,259.867273815
11354,122,-4,227,257.738239305
11374,115,0,235,261.629509039
11395,108,-1,231,255.001960777
11415,120,3,231,260.326717799
11435,120,-2,231,260.317114305
11455,123,-4,225,256.456624013
11476,115,1,229,256.255731643
11496,123,-5,232,262.636631108
11516,121,3,236,265.228203628
11537,126,-7,233,264.97924447
11557,120,-1,227,256.768378115
11577,121,3,227,257.25279396
11597,124,-2,227,258.667740548
11618,116,3,231,258.507253283
11638,115,0,228,255.360529448
11658,112,-4,225,251.366266631
11679,120,-2,231,260.317114305
11699,111,3,235,259.913447132
11719,111,0,232,257.186702611
11739,112,3,231,256.73721974
11760,123,-2,231,261.713583904
11780,113,-4,234,259.886513694
11800,115,-1,230,257.149761812
11821,121,2,227,257.243075709
11841,124,-2,232,263.066531509
11861,121,4,227,257.266398894
11881,118,-4,227,255.869107162
11902,124,-4,230,261.327380885
11922,113,3,231,257.175037669
11942,115,-3,227,254.485755986
11963,113,1,235,260.75850897
11983,123,-4,232,262.619496611
12002,123,3,230,260.840947706
12022,115,1,230,257.149761812
12043,115,6,238,264.395537027
12063,116,-2,231,258.497582194
12083,129,-2,231,264.586469798
12104,120,-4,228,257.681974535
12124,115,-1,232,258.940147524
12144,123,0,231,261.705941851
12164,120,7,227,256.861830563
12185,118,-4,231,259.424362773
12205,119,1,232,260.741251052
12225,112,-4,232,257.650926643
12246,112,-1,227,253.128425903
12266,131,-9,233,267.452799574
