"Local: ",18-Oct-24,02:51:49 PM,"tz_sec ",28800
"Linux Epoch (ms): ",1729234309000,,,
,SLOT C (∞Hz),,
,ADPDCLAppStream,,
,Epoch Delta TS,S1,
,857,58476
,857,58487
,897,58493
,897,58465
,938,58490
,938,58489
,978,58506
,978,58524
,1018,58511
,1018,58520
,1059,58550
,1059,58565
,1099,58571
,1099,58583
,1140,58585
,1140,58595
,1180,58600
,1180,58630
,1221,58631
,1221,58619
,1261,58656
,1261,58636
,1302,58676
,1302,58680
,1343,58692
,1343,58701
,1383,58722
,1383,58745
,1424,58748
,1424,58746
,1464,58709
,1464,58698
,1505,58652
,1505,58631
,1545,58638
,1545,58630
,1586,58618
,1586,58595
,1627,58617
,1627,58633
,1667,58628
,1667,58623
,1708,58627
,1708,58625
,1748,58635
,1748,58620
,1789,58613
,1789,58618
,1829,58616
,1829,58625
,1870,58614
,1870,58624
,1911,58642
,1911,58664
,1951,58657
,1951,58655
,1992,58655
,1992,58672
,2031,58710
,2031,58692
,2072,58714
,2072,58723
,2112,58743
,2112,58738
,2153,58762
,2153,58755
,2194,58781
,2194,58785
,2234,58799
,2234,58798
,2275,58809
,2275,58809
,2315,58807
,2315,58828
,2356,58833
,2356,58773
,2396,58730
,2396,58723
,2437,58727
,2437,58731
,2478,58687
,2478,58696
,2518,58694
,2518,58719
,2559,58726
,2559,58728
,2599,58737
,2599,58729
,2640,58724
,2640,58717
,2680,58727
,2680,58712
,2721,58727
,2721,58725
,2762,58722
,2762,58739
,2802,58753
,2802,58745
,2843,58763
,2843,58776
,2883,58791
,2883,58781
,2924,58804
,2924,58800
,2964,58810
,2964,58814
,3004,58798
,3004,58817
,3045,58836
,3045,58829
,3085,58822
,3085,58864
,3126,58890
,3126,58887
,3166,58884
,3166,58878
,3207,58903
,3207,58893
,3248,58865
,3248,58830
,3288,58803
,3288,58783
,3329,58789
,3329,58765
,3369,58778
,3369,58782
,3410,58783
,3410,58765
,3450,58746
,3450,58772
,3491,58779
,3491,58781
,3532,58769
,3532,58773
,3572,58752
,3572,58778
,3613,58758
,3613,58761
,3653,58759
,3653,58786
,3694,58789
,3694,58803
,3734,58810
,3734,58821
,3775,58807
,3775,58794
,3816,58813
,3816,58828
,3856,58846
,3856,58838
,3897,58839
,3897,58867
,3937,58861
,3937,58860
,3978,58861
,3978,58884
,4017,58897
,4017,58894
,4058,58893
,4058,58897
,4099,58877
,4099,58858
,4139,58820
,4139,58771
,4180,58758
,4180,58758
,4220,58737
,4220,58702
,4261,58719
,4261,58717
,4301,58681
,4301,58689
,4342,58684
,4342,58699
,4383,58700
,4383,58676
,4423,58668
,4423,58675
,4464,58665
,4464,58657
,4504,58640
,4504,58666
,4545,58668
,4545,58663
,4585,58658
,4585,58668
,4626,58674
,4626,58691
,4667,58684
,4667,58680
,4707,58695
,4707,58718
,4748,58713
,4748,58711
,4788,58722
,4788,58735
,4829,58725
,4829,58728
,4869,58748
,4869,58753
,4910,58759
,4910,58745
,4951,58730
,4951,58713
,4991,58680
,4991,58613
,5031,58615
,5031,58600
,5071,58607
,5071,58572
,5112,58527
,5112,58527
,5152,58532
,5152,58498
,5193,58508
,5193,58511
,5234,58478
,5234,58453
,5274,58453
,5274,58440
,5315,58451
,5315,58447
,5355,58421
,5355,58434
,5396,58449
,5396,58452
,5436,58433
,5436,58431
,5477,58449
,5477,58466
,5518,58471
,5518,58480
,5558,58483
,5558,58478
,5599,58490
,5599,58492
,5639,58511
,5639,58504
,5680,58497
,5680,58505
,5720,58515
,5720,58518
,5761,58514
,5761,58535
,5802,58558
,5802,58510
,5842,58453
,5842,58416
,5883,58419
,5883,58397
,5923,58389
,5923,58374
,5964,58340
,5964,58339
,6003,58330
,6003,58312
,6044,58286
,6044,58306
,6085,58325
,6085,58318
,6125,58262
,6125,58263
,6166,58272
,6166,58251
,6206,58248
,6206,58267
,6247,58225
,6247,58222
,6287,58258
,6287,58299
,6328,58297
,6328,58287
,6369,58272
,6369,58299
,6409,58317
,6409,58306
,6450,58313
,6450,58344
,6490,58355
,6490,58356
,6531,58360
,6531,58370
,6571,58391
,6571,58409
,6612,58420
,6612,58412
,6653,58409
,6653,58427
,6693,58435
,6693,58449
,6734,58417
,6734,58386
,6774,58369
,6774,58334
,6815,58318
,6815,58292
,6855,58274
,6855,58272
,6896,58277
,6896,58280
,6937,58246
,6937,58243
,6977,58246
,6977,58238
,7017,58237
,7017,58228
,7057,58231
,7057,58223
,7098,58209
,7098,58191
,7138,58211
,7138,58207
,7179,58197
,7179,58207
,7220,58218
,7220,58221
,7260,58216
,7260,58217
,7301,58221
,7301,58244
,7341,58237
,7341,58235
,7382,58233
,7382,58272
,7422,58283
,7422,58280
,7463,58269
,7463,58288
,7504,58306
,7504,58298
,7544,58316
,7544,58318
,7585,58321
,7585,58298
,7625,58242
,7625,58209
,7666,58178
,7666,58192
,7706,58163
,7706,58164
,7747,58131
,7747,58144
,7788,58130
,7788,58135
,7828,58117
,7828,58143
,7869,58124
,7869,58104
,7909,58077
,7909,58089
,7950,58094
,7950,58093
,7990,58085
,7990,58098
,8030,58081
,8030,58082
,8071,58099
,8071,58099
,8111,58109
,8111,58101
,8152,58103
,8152,58101
,8192,58131
,8192,58122
,8233,58122
,8233,58115
,8273,58139
,8273,58138
,8314,58139
,8314,58135
,8355,58140
,8355,58155
,8395,58169
,8395,58159
,8436,58138
,8436,58107
,8476,58076
,8476,58043
,8517,58015
,8517,58001
,8557,57982
,8557,57967
,8598,57942
,8598,57952
,8639,57943
,8639,57949
,8679,57928
,8679,57911
,8720,57898
,8720,57923
,8760,57887
,8760,57893
,8801,57870
,8801,57881
,8841,57880
,8841,57881
,8882,57879
,8882,57874
,8923,57886
,8923,57914
,8963,57918
,8963,57908
,9003,57894
,9003,57934
,9043,57944
,9043,57928
,9084,57947
,9084,57960
,9125,57974
,9125,57984
,9165,57970
,9165,57971
,9206,58001
,9206,58014
,9246,58029
,9246,58022
,9287,58011
,9287,57989
,9327,57955
,9327,57908
,9368,57869
,9368,57842
,9409,57824
,9409,57818
,9449,57771
,9449,57746
,9490,57727
,9490,57729
,9530,57717
,9530,57705
,9571,57707
,9571,57699
,9611,57678
,9611,57679
,9652,57641
,9652,57648
,9693,57653
,9693,57647
,9733,57632
,9733,57640
,9774,57633
,9774,57644
,9814,57645
,9814,57657
,9855,57657
,9855,57654
,9895,57661
,9895,57695
,9936,57706
,9936,57678
,9977,57700
,9977,57714
,10016,57719
,10016,57732
,10057,57733
,10057,57742
,10097,57756
,10097,57755
,10138,57770
,10138,57776
,10178,57766
,10178,57730
,10219,57692
,10219,57640
,10260,57610
,10260,57586
,10300,57571
,10300,57557
,10341,57531
,10341,57515
,10381,57514
,10381,57490
,10422,57486
,10422,57477
,10462,57469
,10462,57468
,10503,57448
,10503,57434
,10544,57434
,10544,57436
,10584,57427
,10584,57423
,10625,57417
,10625,57431
,10665,57444
,10665,57434
,10706,57449
,10706,57460
,10746,57453
,10746,57461
,10787,57464
,10787,57482
,10828,57489
,10828,57494
,10868,57504
,10868,57525
,10909,57540
,10909,57539
,10949,57549
,10949,57541
,10990,57569
,10990,57581
,11029,57607
,11029,57611
,11070,57597
,11070,57562
,11111,57533
,11111,57478
,11151,57472
,11151,57454
,11192,57424
,11192,57401
,11232,57384
,11232,57382
,11273,57371
,11273,57357
,11313,57345
,11313,57348
,11354,57346
,11354,57324
,11395,57316
,11395,57297
,11435,57311
,11435,57292
,11476,57300
,11476,57289
,11516,57286
,11516,57291
,11557,57314
,11557,57300
,11597,57313
,11597,57314
,11638,57322
,11638,57324
,11679,57334
,11679,57314
,11719,57351
,11719,57349
,11760,57357
,11760,57352
,11800,57376
,11800,57391
,11841,57376
,11841,57398
,11881,57410
,11881,57421
,11922,57422
,11922,57403
,11963,57367
,11963,57352
,12002,57315
,12002,57300
,12043,57279
,12043,57252
,12083,57228
,12083,57229
,12124,57230
,12124,57220
,12164,57211
,12164,57215
,12205,57192
,12205,57192
,12246,57196
,12246,57167
,12286,57147
,12286,57169
,12327,57140
,12327,57166
,,,,,,,,,,,,
